Fiscal Year 2013,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,CW-1,CW-2,D,D-CREW,E-1,E-2,E-2C,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,U-5,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Iceland,0,10,0,1,470,1,0,0,4,315,0,0,0,0,0,0,0,2,0,0,0,0,207,27,0,0,18,0,23,1,0,49,0,0,0,0,0,43,6,166,46,2,0,0,0,27,44,15,0,0,0,0,0,0,0,0,0,0,0,31,97,11,79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,698",0,"1,698"
Ireland,15,140,1,275,"1,416",36,0,0,4,780,0,0,0,0,1,0,33,264,0,0,4,0,575,14,0,14,9,3,108,0,0,694,0,0,48,209,44,169,169,"11,175",90,99,6,0,0,"1,140",790,71,5,0,0,1,0,0,0,0,0,0,0,204,142,49,316,0,311,4,2,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,460",0,"19,460"
Italy,134,356,2,566,"4,014",41,0,0,5,"2,645",0,11,0,0,0,0,245,"1,173",0,0,8,0,"4,009",74,0,34,110,17,563,3,0,"1,086",0,0,0,7,30,299,164,"6,446",405,86,2,1,0,"1,151",820,216,5,0,0,481,0,9,9,4,0,0,0,587,147,107,410,0,53,39,229,0,0,83,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,"26,894",0,"26,894"
Kazakhstan,59,353,7,40,"12,592",202,0,0,47,0,0,0,0,0,54,0,0,8,0,0,0,0,"2,097",132,0,38,51,0,87,1,0,72,0,0,0,0,13,44,28,"2,721",64,49,12,0,0,57,75,27,2,0,0,0,0,0,0,0,0,0,0,13,1,4,25,0,6,0,2,0,0,18,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,006",0,"19,006"
Kosovo,25,143,0,10,"2,726",2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,41,0,31,0,0,12,0,0,0,0,1,2,13,644,2,65,0,0,0,4,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,868",0,"3,868"
Kyrgyzstan,20,164,0,2,"2,728",1,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,180,14,0,16,11,0,109,0,0,23,0,0,0,0,1,11,10,875,30,29,9,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,9,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,288",0,"4,288"
Latvia,18,165,0,5,237,94,0,0,1,984,0,2,0,0,0,0,1,14,0,0,0,0,173,1,0,10,20,0,11,1,0,42,0,0,0,0,2,17,14,310,13,14,4,0,0,20,19,13,0,0,0,6,0,8,0,0,0,0,0,34,0,2,67,0,16,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,343",0,"2,343"
Liechtenstein,0,1,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52
Lithuania,17,155,0,15,264,1,0,0,3,395,0,0,0,0,0,0,0,6,0,0,2,0,230,6,0,3,24,1,13,1,0,59,0,0,0,57,0,21,6,"1,242",20,24,5,0,0,24,28,5,1,0,0,8,0,0,0,1,0,0,0,34,1,1,4,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,688",0,"2,688"
Luxembourg,5,16,0,1,53,1,0,0,1,18,0,0,0,0,0,0,0,2,0,0,0,0,78,1,0,9,7,0,26,1,0,3,0,0,0,0,0,0,4,41,4,2,0,0,0,7,6,10,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,304
Macedonia,27,189,0,13,"3,394",7,0,0,7,854,0,0,0,0,1,0,0,4,0,0,0,0,114,1,0,5,25,0,38,0,0,36,0,0,0,17,0,11,7,"1,920",13,43,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,21,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,779",0,"6,779"
Malta,12,12,0,1,109,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,8,0,0,5,0,0,0,0,0,1,5,16,6,1,0,0,0,11,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,311
Moldova,7,127,0,16,"3,780",24,0,0,5,69,0,0,0,0,1,0,0,3,0,0,0,0,102,1,0,1,20,0,32,1,0,49,0,0,27,59,1,27,7,"3,163",16,54,15,0,0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,19,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,657",0,"7,657"
Monaco,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
Montenegro,12,53,0,4,"1,982",6,0,0,5,"1,325",0,0,0,0,0,0,0,6,0,0,0,0,77,2,0,3,35,0,8,0,0,11,0,0,0,1,0,3,7,279,0,14,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,862",0,"3,862"
Netherlands,60,332,3,760,"3,268",28,0,0,9,"3,791",0,3,0,0,0,0,25,439,2,0,6,0,"1,613",21,0,28,111,8,251,0,0,289,0,0,3,20,9,144,145,"2,979",184,99,4,0,0,918,941,233,3,0,0,198,0,9,0,10,0,0,0,258,288,40,406,2,15,8,0,0,0,16,7,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,"17,994",0,"17,994"
Norway,59,349,1,57,"1,790",2,0,0,1,909,0,0,0,0,0,0,163,154,0,0,4,0,"2,519",66,0,9,217,0,99,0,0,62,0,0,1,2,12,26,113,"2,123",222,25,3,0,0,200,205,287,4,0,1,161,0,6,0,5,2,0,0,69,69,12,173,0,19,0,186,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,407",0,"10,407"
Poland,57,281,0,485,"62,408",37,0,0,173,"2,870",0,7,0,0,3,0,3,53,0,0,2,0,653,17,0,21,60,15,71,5,0,308,0,0,1,40,17,121,152,"4,384",229,123,8,1,1,397,333,20,0,0,0,349,0,8,0,14,0,0,0,100,15,14,461,0,279,7,0,0,0,73,8,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,"74,690",0,"74,690"
Portugal,23,96,1,100,"1,516",15,0,0,5,"1,571",0,8,2,0,0,0,0,10,0,0,1,0,528,30,0,15,27,3,71,0,0,185,0,0,0,2,6,78,56,663,59,21,1,0,0,251,211,39,0,0,0,67,0,8,0,5,0,0,0,73,28,14,47,0,6,3,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,857",0,"5,857"
Romania,59,197,1,464,"23,672",40,0,0,92,"5,365",0,2,0,0,4,0,3,30,0,0,0,0,397,28,0,15,65,3,147,1,0,327,0,0,164,301,17,121,75,"4,122",55,193,14,1,0,167,104,16,0,0,0,161,0,7,0,1,0,0,0,53,8,12,51,0,32,4,0,0,0,11,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,616",0,"36,616"
Russia,294,"1,914",0,200,"229,040",259,0,0,229,"16,222",0,28,3,0,0,0,3,18,8,0,5,0,"6,278",276,0,343,362,0,673,2,0,878,0,0,0,12,24,698,570,"6,441",263,741,151,2,1,720,742,130,11,0,0,0,0,0,0,0,0,0,0,301,37,70,"1,074",2,391,61,1,0,0,165,32,0,0,0,0,15,0,0,0,0,0,1,0,0,1,0,0,0,0,"269,692",0,"269,692"
San Marino,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
Serbia  ,32,199,1,8,"11,740",18,0,0,18,"2,070",0,0,0,0,1,0,0,2,0,0,0,0,753,19,0,16,78,0,80,1,0,229,0,0,0,123,1,73,52,"2,584",20,63,5,0,0,62,38,5,0,0,0,0,0,0,0,0,0,0,0,65,3,7,33,0,91,5,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,503",0,"18,503"
Slovakia,21,128,1,22,512,33,0,0,3,312,0,0,0,0,1,0,1,17,0,0,0,0,381,2,0,10,40,1,36,0,0,84,0,0,0,47,2,20,14,"2,877",33,23,1,0,0,104,103,9,0,0,0,26,0,0,0,0,0,0,0,35,4,4,34,4,5,7,0,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,968",0,"4,968"
Slovenia,18,29,0,4,267,0,0,0,0,168,0,1,0,0,0,0,5,10,0,0,0,0,131,3,0,9,9,0,8,0,0,28,0,0,0,4,0,7,10,232,16,2,0,0,0,31,15,2,0,0,0,68,0,2,0,2,0,0,0,20,2,4,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,170",0,"1,170"
Spain,62,330,1,"1,282","3,058",81,0,0,13,"2,070",0,6,0,0,4,0,112,"1,299",0,0,2,0,"4,169",117,0,34,46,21,694,6,0,888,0,0,0,12,21,374,226,"7,215",896,111,4,0,0,"1,434","1,580",141,9,0,0,162,0,4,2,9,0,0,0,417,97,143,305,0,65,46,34,0,0,50,11,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,"27,681",0,"27,681"
Sweden,59,"1,183",1,139,"1,424",83,0,0,4,"1,056",0,4,0,0,0,0,30,446,0,0,5,0,"2,803",26,0,17,118,4,172,2,0,266,0,0,0,2,4,109,203,"3,112",254,60,1,1,0,594,612,223,4,0,0,0,0,0,0,0,0,0,0,281,234,72,527,0,19,12,1,0,0,20,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,198",0,"14,198"
Switzerland,56,328,2,206,"2,793",26,0,0,2,753,0,1,0,0,0,0,12,147,0,0,0,0,"3,887",24,0,29,33,0,169,0,0,163,0,0,2,2,10,47,84,"1,636",176,30,2,0,0,362,304,212,19,0,0,1,0,0,0,0,0,0,0,119,15,23,78,0,12,2,1,0,0,17,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,795",0,"11,795"
Tajikistan,6,96,0,1,423,335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,3,0,22,48,0,90,0,0,8,0,0,0,0,0,7,2,232,19,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"1,456",0,"1,456"
Turkey,129,"1,306",14,61,"71,269",189,0,0,36,"2,893",0,38,0,0,11,0,33,244,0,0,1,0,"5,983",517,0,25,227,0,150,5,0,"1,080",0,0,0,23,4,384,206,"7,832","1,261",71,3,0,0,157,123,267,9,0,2,371,0,46,1,4,0,0,0,51,9,27,14,0,48,0,14,0,0,3,6,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,"95,152",0,"95,152"
Turkmenistan,8,45,0,12,728,4,0,0,10,4,0,0,0,0,1,0,0,0,0,0,0,0,226,16,0,23,13,0,34,0,0,23,0,0,0,0,1,23,0,149,8,7,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,344",0,"1,344"
Ukraine,55,292,1,173,"30,883","1,058",0,0,79,"9,932",0,1,0,0,0,0,4,54,0,0,0,0,757,53,0,11,113,0,145,1,0,349,0,0,78,82,3,284,58,"5,501",93,751,167,1,0,268,232,22,1,0,0,1,0,0,0,0,0,0,0,103,8,19,175,0,56,14,0,0,0,29,15,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,"51,934",0,"51,934"
Uzbekistan,24,163,0,11,"6,826",2,0,0,9,264,0,0,0,0,0,0,2,0,0,0,0,0,317,53,0,15,12,0,81,1,0,46,0,0,0,0,1,40,3,460,18,48,10,0,0,16,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,12,0,17,2,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,"8,504",0,"8,504"
Vatican City,4,12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Europe,"2,483","18,222",65,"8,349","576,905","3,784",0,0,949,"87,862",0,344,8,0,202,0,"2,469","13,553",13,0,142,0,"68,061","2,112",0,"1,228","3,154",214,"7,754",64,0,"14,973",0,0,382,"2,564",510,"6,130","6,382","159,164","7,911","5,038",588,12,2,"21,068","18,821","4,060",150,0,7,"4,686",0,207,62,504,2,1,0,"7,503","3,801","1,702","10,153",94,"2,290",413,"1,043",0,0,953,246,1,0,0,0,160,0,0,1,1,1,7,5,4,1,0,0,0,0,"1,079,540",0,"1,079,540"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,2,20,0,1,"1,592",417,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,70,1,0,1,1,0,6,0,0,8,0,0,0,7,0,1,0,11,0,3,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,168",0,"2,168"
"Bahamas, The",28,126,0,1,"6,995",0,0,0,31,108,0,65,0,0,3,0,0,0,0,0,0,0,944,27,0,11,3,0,17,0,0,118,0,0,0,0,1,23,0,62,6,5,1,0,0,21,20,52,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,0,0,2,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,695",0,"8,695"
Barbados,27,45,0,2,"6,538","1,618",0,0,5,66,0,8,0,0,1,0,0,0,0,0,0,0,146,2,0,9,0,0,24,0,0,37,0,0,0,3,0,10,1,65,2,4,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,10,2,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,671",0,"8,671"
Belize,26,90,0,2,"4,475",0,0,0,145,18,0,105,0,0,0,0,0,0,0,0,0,0,124,4,0,3,2,0,15,1,0,28,0,0,4,83,0,5,5,49,2,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"5,212",0,"5,212"
Canada,173,61,0,44,268,4,0,0,0,14,0,1,0,0,0,0,363,"2,609",0,0,30,0,222,24,0,37,21,2,719,1,0,51,0,0,1,1,1,106,29,106,49,651,50,0,0,109,158,15,0,0,1,655,0,2,1,14,0,0,0,19,13,20,29,1,6,5,0,0,0,13,11,0,0,0,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,805",0,"6,805"
Costa Rica,14,158,1,24,"38,836",27,0,0,123,269,0,27,0,0,1,0,0,10,0,0,0,0,481,24,0,11,18,0,145,4,0,117,0,0,88,289,10,78,43,368,49,89,28,0,0,203,99,19,2,0,0,0,0,0,0,0,0,0,0,6,0,2,10,0,0,0,0,0,0,13,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,692",0,"41,692"
Cuba,119,52,0,"2,336","2,829","30,249",0,0,6,7,0,1,0,0,0,0,1,1,0,0,0,0,24,2,0,107,96,0,50,0,0,4,0,0,0,0,0,8,26,37,5,317,46,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,8,35,0,223,0,184,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,787",0,"36,787"
Dominica,11,13,0,0,835,163,0,0,6,106,0,4,0,0,0,0,0,0,0,0,0,0,81,1,0,0,1,0,6,0,0,21,0,0,0,0,0,2,0,6,0,10,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,284",0,"1,284"
Dominican Republic,55,365,9,423,"50,470",951,0,0,275,584,0,11,0,0,3,0,1,0,0,0,2,0,743,18,0,27,33,0,65,4,0,157,0,0,97,102,2,85,166,"1,134",37,870,282,2,1,72,108,18,0,0,0,0,0,0,0,0,0,0,0,32,7,6,"1,424",0,7,73,0,0,0,52,22,0,0,0,0,2,0,2,13,0,0,2,0,37,0,0,0,0,0,"58,851",0,"58,851"
El Salvador,54,660,0,204,"23,717",46,0,0,125,162,0,184,0,0,0,0,0,2,0,0,0,0,387,4,0,23,3,2,90,5,0,79,0,0,31,489,5,32,27,275,8,156,34,2,3,25,39,6,0,0,0,0,0,0,0,0,0,0,0,8,2,5,117,0,7,2,0,0,0,28,9,0,0,0,0,1,0,0,8,0,0,2,13,222,3,12,0,0,0,"27,318",0,"27,318"
Grenada,11,30,0,0,"1,510",302,0,0,2,232,0,3,0,0,0,0,0,1,0,0,0,0,52,2,0,0,2,0,11,0,0,26,0,0,0,0,0,4,0,25,2,4,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,232",0,"2,232"
Guatemala,62,272,6,111,"44,764",32,0,0,86,255,0,133,0,0,0,0,0,0,0,0,0,0,478,30,0,15,11,0,88,7,0,80,0,0,982,"3,004",2,38,32,273,18,82,13,1,1,50,110,20,3,0,0,0,0,0,0,0,0,0,0,15,0,2,63,0,2,0,1,0,0,45,17,0,0,0,0,2,0,7,25,5,6,14,8,229,8,5,0,0,0,"51,513",0,"51,513"
Haiti,51,156,7,13,"34,015",20,0,0,149,285,0,312,0,0,0,0,0,0,0,0,0,0,280,7,0,16,52,0,67,4,0,9,0,0,14,0,0,1,31,247,7,446,60,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,32,1,196,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,"36,518",0,"36,518"
Honduras,21,220,8,181,"28,345","7,947",0,0,188,"1,704",0,34,0,0,6,0,8,51,0,0,0,0,737,18,0,3,3,0,51,4,0,99,0,0,173,457,1,44,38,196,15,142,38,4,0,30,42,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,107,0,2,4,5,0,0,26,10,0,0,0,0,2,0,0,6,2,1,8,4,221,1,9,0,0,0,"41,227",0,"41,227"
Jamaica,26,195,3,185,"41,183",479,0,0,271,"1,508",0,142,0,0,3,0,0,4,0,0,1,0,839,26,0,5,21,0,61,2,0,240,0,0,2,"5,569",4,79,20,"3,328",45,290,73,0,0,28,29,19,0,0,0,0,0,0,0,0,0,0,0,26,101,0,187,1,85,1,0,0,0,10,8,0,0,0,0,3,0,0,5,2,0,0,1,8,0,0,0,0,0,"55,118",0,"55,118"
Mexico,577,"2,408",25,"3,891","40,549","1,536","1,221,051","62,896",544,"2,681",0,23,0,0,11,0,"1,198","3,001",0,0,3,0,"8,009",791,678,96,132,0,883,24,0,"3,686",0,0,"69,787","41,883",99,"3,052",808,"6,680",435,"1,166",239,33,5,"4,079","5,323",334,109,1,0,3,0,0,0,0,0,1,0,399,646,123,"3,335",0,80,94,133,0,0,377,80,0,0,0,"9,480","5,948",0,2,20,4,10,99,50,447,22,27,0,0,0,"1,510,106",0,"1,510,106"
Nicaragua,43,80,4,165,"17,202",22,0,0,553,702,0,132,0,0,0,0,0,0,0,0,0,0,152,4,0,13,20,0,62,14,0,39,0,0,276,85,0,33,27,136,8,82,15,2,0,12,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,107,0,0,4,0,0,0,8,1,0,0,0,0,1,0,0,4,0,0,0,1,29,0,0,0,0,0,"20,052",0,"20,052"
Panama,17,470,0,143,"20,712","4,888",0,0,99,820,0,76,0,0,1,0,0,7,0,0,0,0,705,12,0,13,63,1,33,2,0,68,0,0,1,34,7,27,30,197,12,30,4,0,0,16,21,52,0,0,0,0,0,0,0,0,0,0,0,11,0,1,68,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"28,657",0,"28,657"
Saint Kitts and Nevis,3,20,0,7,"1,033",235,0,0,5,6,0,4,0,0,0,0,0,0,0,0,0,0,59,6,0,0,0,0,9,0,0,11,0,0,0,0,0,0,1,6,0,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,415",0,"1,415"
Saint Lucia,5,35,1,12,"1,933",432,0,0,4,458,0,21,0,0,0,0,0,0,0,0,0,0,75,3,0,2,2,0,6,0,0,18,0,0,0,0,0,4,0,16,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"3,043",0,"3,043"
Saint Vincent and the Grenadines,4,20,0,63,"1,331",211,0,0,9,269,0,4,0,0,0,0,0,0,0,0,0,0,37,0,0,2,1,0,2,0,0,13,0,0,0,0,1,5,0,14,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,996",0,"1,996"
Trinidad and Tobago,58,195,2,24,"26,910",23,0,0,59,262,1,59,0,0,0,0,0,10,0,0,0,0,505,7,0,13,27,0,136,2,0,196,0,0,0,0,1,52,3,133,15,30,4,1,0,76,102,60,0,0,0,0,0,0,0,0,0,3,1,8,34,0,209,0,36,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,268",0,"29,268"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for North America,"1,387","5,691",66,"7,832","396,042","49,602","1,221,051","62,896","2,686","10,529",1,"1,350",0,0,29,0,"1,571","5,696",0,0,36,0,"15,150","1,013",678,407,512,5,"2,546",74,0,"5,105",0,0,"71,456","52,006",134,"3,689","1,287","13,364",716,"4,396",897,47,11,"4,733","6,073",646,114,1,1,658,0,2,1,14,0,4,1,556,845,163,"5,962",3,616,196,139,0,0,623,166,0,0,0,"9,548","5,988",0,11,83,13,17,125,78,"1,203",34,53,0,0,0,"1,978,628",0,"1,978,628"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,118,"3,565",1,117,"8,132",37,0,0,25,"2,606",0,291,2,0,0,0,40,313,1,"3,946","2,125",926,"2,351",76,0,39,89,0,289,0,0,416,0,0,40,37,25,157,335,"5,341",258,237,20,0,0,"1,268","1,229",266,25,0,0,1,0,0,0,1,0,0,0,747,196,127,734,4,37,37,1,0,0,85,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,735",0,"36,735"
Fiji,7,46,0,3,"2,899",8,0,0,369,81,0,26,0,0,1,0,0,0,0,0,0,0,28,0,0,13,9,0,68,1,0,1,0,0,0,0,0,3,4,56,4,12,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,666",0,"3,666"
Kiribati,8,34,0,0,55,1,0,0,10,307,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,4,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,467
Marshall Islands,8,1,0,1,17,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,58
"Micronesia, Federated States of",2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
